T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
428,Latvia,2010,Exports FOB (millions of US dollars),S,,"8,851",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Exports FOB (millions of US dollars),S,,"11,650",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2022,Exports FOB (millions of US dollars),S,,"22,466",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2023,Exports FOB (millions of US dollars),S,,"20,540",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Exports FOB (millions of US dollars),S,,"20,387",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,1995,Balance imports/exports (millions of US dollars),S,,-513,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2005,Balance imports/exports (millions of US dollars),S,,"-3,468",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2010,Balance imports/exports (millions of US dollars),S,,"-2,292",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Balance imports/exports (millions of US dollars),S,,"-2,446",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2022,Balance imports/exports (millions of US dollars),S,,"-4,746",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2023,Balance imports/exports (millions of US dollars),S,,"-4,006",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Balance imports/exports (millions of US dollars),S,,"-3,109",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,1995,Imports CIF (millions of US dollars),G,,"7,295",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2005,Imports CIF (millions of US dollars),G,,"9,327",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2010,Imports CIF (millions of US dollars),G,,"17,970",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Imports CIF (millions of US dollars),G,,"18,600",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2022,Imports CIF (millions of US dollars),G,,"19,500",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2023,Imports CIF (millions of US dollars),G,,"18,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Imports CIF (millions of US dollars),G,,"17,307",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,1995,Exports FOB (millions of US dollars),G,,826,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2005,Exports FOB (millions of US dollars),G,,"1,879",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2010,Exports FOB (millions of US dollars),G,,"4,254",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Exports FOB (millions of US dollars),G,,"2,953",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2022,Exports FOB (millions of US dollars),G,,"3,862",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2023,Exports FOB (millions of US dollars),G,,"4,561",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Exports FOB (millions of US dollars),G,,"4,167",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,1995,Balance imports/exports (millions of US dollars),G,,"-6,469",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2005,Balance imports/exports (millions of US dollars),G,,"-7,448",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2010,Balance imports/exports (millions of US dollars),G,,"-13,716",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Balance imports/exports (millions of US dollars),G,,"-15,646",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2022,Balance imports/exports (millions of US dollars),G,,"-15,638",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2023,Balance imports/exports (millions of US dollars),G,,"-13,562",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Balance imports/exports (millions of US dollars),G,,"-13,140",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2005,Imports CIF (millions of US dollars),G,,"1,410",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2010,Imports CIF (millions of US dollars),G,,"1,277",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Imports CIF (millions of US dollars),G,,"1,421",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2022,Imports CIF (millions of US dollars),G,,"1,869",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2023,Imports CIF (millions of US dollars),G,,"1,722",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Imports CIF (millions of US dollars),G,,"1,742",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2005,Exports FOB (millions of US dollars),G,,650,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2010,Exports FOB (millions of US dollars),G,,503,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Exports FOB (millions of US dollars),G,,606,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2022,Exports FOB (millions of US dollars),G,,900,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2023,Exports FOB (millions of US dollars),G,,830,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Exports FOB (millions of US dollars),G,,832,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2005,Balance imports/exports (millions of US dollars),G,,-760,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2010,Balance imports/exports (millions of US dollars),G,,-773,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Balance imports/exports (millions of US dollars),G,,-815,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2022,Balance imports/exports (millions of US dollars),G,,-970,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2023,Balance imports/exports (millions of US dollars),G,,-892,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Balance imports/exports (millions of US dollars),G,,-910,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,1995,Imports CIF (millions of US dollars),G,,358,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2005,Imports CIF (millions of US dollars),G,,309,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2010,Imports CIF (millions of US dollars),G,,710,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Imports CIF (millions of US dollars),G,,"2,755",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2022,Imports CIF (millions of US dollars),G,,"1,917",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2023,Imports CIF (millions of US dollars),G,,"2,163",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Imports CIF (millions of US dollars),G,,"1,869",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,1995,Exports FOB (millions of US dollars),G,,452,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2005,Exports FOB (millions of US dollars),G,,130,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2010,Exports FOB (millions of US dollars),G,,222,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Exports FOB (millions of US dollars),G,,"1,329",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2022,Exports FOB (millions of US dollars),G,,203,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2023,Exports FOB (millions of US dollars),G,,154,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Exports FOB (millions of US dollars),G,,164,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,1995,Balance imports/exports (millions of US dollars),G,,94,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
